company_id,company_name,material_name,material_type,quantity,unit,description,quality_grade,potential_value,ai_generated,generated_at
,Qatar Acids Company,AI Listing 1 for Qatar Acids Company,ai_generated,100,tons,AI-generated material listing 1 for Qatar Acids Company,A,5000,True,2025-07-20T00:39:20.921018
,Qatar Acids Company,AI Listing 2 for Qatar Acids Company,ai_generated,50,tons,AI-generated material listing 2 for Qatar Acids Company,B,2500,True,2025-07-20T00:39:20.921018
,Qatar Acids Company,Generic Material - Qatar Acids Company,unknown,100,tons,Generic material from Qatar Acids Company,C,2000,True,2025-07-20T00:39:20.921018
,Qatar Plastic Products Company (QPPC),Steel Scrap,waste,150,tons,Steel scrap from Qatar Plastic Products Company (QPPC) manufacturing,B,45000,True,2025-07-20T00:39:20.955677
,Qatar Plastic Products Company (QPPC),Aluminum Waste,waste,50,tons,Aluminum waste from Qatar Plastic Products Company (QPPC) operations,A,75000,True,2025-07-20T00:39:20.955677
,Qatar Plastic Products Company (QPPC),AI Listing 1 for Qatar Plastic Products Company (QPPC),ai_generated,100,tons,AI-generated material listing 1 for Qatar Plastic Products Company (QPPC),A,5000,True,2025-07-20T00:39:20.955677
,Qatar Plastic Products Company (QPPC),AI Listing 2 for Qatar Plastic Products Company (QPPC),ai_generated,50,tons,AI-generated material listing 2 for Qatar Plastic Products Company (QPPC),B,2500,True,2025-07-20T00:39:20.955677
,Qatar Plastic Products Company (QPPC),Generic Material - Qatar Plastic Products Company (QPPC),unknown,100,tons,Generic material from Qatar Plastic Products Company (QPPC),C,2000,True,2025-07-20T00:39:20.955677
,National Food Company (NAFCO),General Waste,waste,100,tons,General waste from National Food Company (NAFCO) operations,C,20000,True,2025-07-20T00:39:20.980284
,National Food Company (NAFCO),AI Listing 1 for National Food Company (NAFCO),ai_generated,100,tons,AI-generated material listing 1 for National Food Company (NAFCO),A,5000,True,2025-07-20T00:39:20.980284
,National Food Company (NAFCO),AI Listing 2 for National Food Company (NAFCO),ai_generated,50,tons,AI-generated material listing 2 for National Food Company (NAFCO),B,2500,True,2025-07-20T00:39:20.980284
,National Food Company (NAFCO),Generic Material - National Food Company (NAFCO),unknown,100,tons,Generic material from National Food Company (NAFCO),C,2000,True,2025-07-20T00:39:20.980284
,Kuwait National Petroleum Company (KNPC),Steel Scrap,waste,150,tons,Steel scrap from Kuwait National Petroleum Company (KNPC) manufacturing,B,45000,True,2025-07-20T00:39:20.987295
,Kuwait National Petroleum Company (KNPC),Aluminum Waste,waste,50,tons,Aluminum waste from Kuwait National Petroleum Company (KNPC) operations,A,75000,True,2025-07-20T00:39:20.987295
,Kuwait National Petroleum Company (KNPC),AI Listing 1 for Kuwait National Petroleum Company (KNPC),ai_generated,100,tons,AI-generated material listing 1 for Kuwait National Petroleum Company (KNPC),A,5000,True,2025-07-20T00:39:20.987295
,Kuwait National Petroleum Company (KNPC),AI Listing 2 for Kuwait National Petroleum Company (KNPC),ai_generated,50,tons,AI-generated material listing 2 for Kuwait National Petroleum Company (KNPC),B,2500,True,2025-07-20T00:39:20.987295
,Kuwait National Petroleum Company (KNPC),Generic Material - Kuwait National Petroleum Company (KNPC),unknown,100,tons,Generic material from Kuwait National Petroleum Company (KNPC),C,2000,True,2025-07-20T00:39:20.987295
,Kuwait Oxygen And Acetylene Company,Chemical Waste,waste,50,tons,Chemical waste from Kuwait Oxygen And Acetylene Company operations,C,25000,True,2025-07-20T00:39:21.029026
,Kuwait Oxygen And Acetylene Company,AI Listing 1 for Kuwait Oxygen And Acetylene Company,ai_generated,100,tons,AI-generated material listing 1 for Kuwait Oxygen And Acetylene Company,A,5000,True,2025-07-20T00:39:21.029026
,Kuwait Oxygen And Acetylene Company,AI Listing 2 for Kuwait Oxygen And Acetylene Company,ai_generated,50,tons,AI-generated material listing 2 for Kuwait Oxygen And Acetylene Company,B,2500,True,2025-07-20T00:39:21.030024
,Kuwait Oxygen And Acetylene Company,Generic Material - Kuwait Oxygen And Acetylene Company,unknown,100,tons,Generic material from Kuwait Oxygen And Acetylene Company,C,2000,True,2025-07-20T00:39:21.030024
,AL SAHEL CONTRACTING COMPANY LLC,General Waste,waste,100,tons,General waste from AL SAHEL CONTRACTING COMPANY LLC operations,C,20000,True,2025-07-20T00:39:21.049123
,AL SAHEL CONTRACTING COMPANY LLC,AI Listing 1 for AL SAHEL CONTRACTING COMPANY LLC,ai_generated,100,tons,AI-generated material listing 1 for AL SAHEL CONTRACTING COMPANY LLC,A,5000,True,2025-07-20T00:39:21.049123
,AL SAHEL CONTRACTING COMPANY LLC,AI Listing 2 for AL SAHEL CONTRACTING COMPANY LLC,ai_generated,50,tons,AI-generated material listing 2 for AL SAHEL CONTRACTING COMPANY LLC,B,2500,True,2025-07-20T00:39:21.049123
,AL SAHEL CONTRACTING COMPANY LLC,Generic Material - AL SAHEL CONTRACTING COMPANY LLC,unknown,100,tons,Generic material from AL SAHEL CONTRACTING COMPANY LLC,C,2000,True,2025-07-20T00:39:21.049123
,Medical Trade Hub,Steel Scrap,waste,150,tons,Steel scrap from Medical Trade Hub manufacturing,B,45000,True,2025-07-20T00:39:21.080249
,Medical Trade Hub,Aluminum Waste,waste,50,tons,Aluminum waste from Medical Trade Hub operations,A,75000,True,2025-07-20T00:39:21.080249
,Medical Trade Hub,AI Listing 1 for Medical Trade Hub,ai_generated,100,tons,AI-generated material listing 1 for Medical Trade Hub,A,5000,True,2025-07-20T00:39:21.080249
,Medical Trade Hub,AI Listing 2 for Medical Trade Hub,ai_generated,50,tons,AI-generated material listing 2 for Medical Trade Hub,B,2500,True,2025-07-20T00:39:21.080249
,Medical Trade Hub,Generic Material - Medical Trade Hub,unknown,100,tons,Generic material from Medical Trade Hub,C,2000,True,2025-07-20T00:39:21.080249
,Sabinplastic,Steel Scrap,waste,150,tons,Steel scrap from Sabinplastic manufacturing,B,45000,True,2025-07-20T00:39:21.095804
,Sabinplastic,Aluminum Waste,waste,50,tons,Aluminum waste from Sabinplastic operations,A,75000,True,2025-07-20T00:39:21.095804
,Sabinplastic,AI Listing 1 for Sabinplastic,ai_generated,100,tons,AI-generated material listing 1 for Sabinplastic,A,5000,True,2025-07-20T00:39:21.095804
,Sabinplastic,AI Listing 2 for Sabinplastic,ai_generated,50,tons,AI-generated material listing 2 for Sabinplastic,B,2500,True,2025-07-20T00:39:21.095804
,Sabinplastic,Generic Material - Sabinplastic,unknown,100,tons,Generic material from Sabinplastic,C,2000,True,2025-07-20T00:39:21.095804
,Arcade Star Construction LLC,General Waste,waste,100,tons,General waste from Arcade Star Construction LLC operations,C,20000,True,2025-07-20T00:39:21.111087
,Arcade Star Construction LLC,AI Listing 1 for Arcade Star Construction LLC,ai_generated,100,tons,AI-generated material listing 1 for Arcade Star Construction LLC,A,5000,True,2025-07-20T00:39:21.111087
,Arcade Star Construction LLC,AI Listing 2 for Arcade Star Construction LLC,ai_generated,50,tons,AI-generated material listing 2 for Arcade Star Construction LLC,B,2500,True,2025-07-20T00:39:21.111087
,Arcade Star Construction LLC,Generic Material - Arcade Star Construction LLC,unknown,100,tons,Generic material from Arcade Star Construction LLC,C,2000,True,2025-07-20T00:39:21.111087
,Amazon Lubricants and Grease LLC,Chemical Waste,waste,50,tons,Chemical waste from Amazon Lubricants and Grease LLC operations,C,25000,True,2025-07-20T00:39:21.120085
,Amazon Lubricants and Grease LLC,AI Listing 1 for Amazon Lubricants and Grease LLC,ai_generated,100,tons,AI-generated material listing 1 for Amazon Lubricants and Grease LLC,A,5000,True,2025-07-20T00:39:21.120085
,Amazon Lubricants and Grease LLC,AI Listing 2 for Amazon Lubricants and Grease LLC,ai_generated,50,tons,AI-generated material listing 2 for Amazon Lubricants and Grease LLC,B,2500,True,2025-07-20T00:39:21.120085
,Amazon Lubricants and Grease LLC,Generic Material - Amazon Lubricants and Grease LLC,unknown,100,tons,Generic material from Amazon Lubricants and Grease LLC,C,2000,True,2025-07-20T00:39:21.120085
,Ducab Aluminium Company LLC,Steel Scrap,waste,150,tons,Steel scrap from Ducab Aluminium Company LLC manufacturing,B,45000,True,2025-07-20T00:39:21.128197
,Ducab Aluminium Company LLC,Aluminum Waste,waste,50,tons,Aluminum waste from Ducab Aluminium Company LLC operations,A,75000,True,2025-07-20T00:39:21.128197
,Ducab Aluminium Company LLC,AI Listing 1 for Ducab Aluminium Company LLC,ai_generated,100,tons,AI-generated material listing 1 for Ducab Aluminium Company LLC,A,5000,True,2025-07-20T00:39:21.128197
,Ducab Aluminium Company LLC,AI Listing 2 for Ducab Aluminium Company LLC,ai_generated,50,tons,AI-generated material listing 2 for Ducab Aluminium Company LLC,B,2500,True,2025-07-20T00:39:21.128197
,Ducab Aluminium Company LLC,Generic Material - Ducab Aluminium Company LLC,unknown,100,tons,Generic material from Ducab Aluminium Company LLC,C,2000,True,2025-07-20T00:39:21.128197
,Al Mithaq International Aluminium & Enterprises LLC,General Waste,waste,100,tons,General waste from Al Mithaq International Aluminium & Enterprises LLC operations,C,20000,True,2025-07-20T00:39:21.139849
,Al Mithaq International Aluminium & Enterprises LLC,AI Listing 1 for Al Mithaq International Aluminium & Enterprises LLC,ai_generated,100,tons,AI-generated material listing 1 for Al Mithaq International Aluminium & Enterprises LLC,A,5000,True,2025-07-20T00:39:21.139849
,Al Mithaq International Aluminium & Enterprises LLC,AI Listing 2 for Al Mithaq International Aluminium & Enterprises LLC,ai_generated,50,tons,AI-generated material listing 2 for Al Mithaq International Aluminium & Enterprises LLC,B,2500,True,2025-07-20T00:39:21.139849
,Al Mithaq International Aluminium & Enterprises LLC,Generic Material - Al Mithaq International Aluminium & Enterprises LLC,unknown,100,tons,Generic material from Al Mithaq International Aluminium & Enterprises LLC,C,2000,True,2025-07-20T00:39:21.139849
,Global Chemical Company L.L.C. (GCC),Steel Scrap,waste,150,tons,Steel scrap from Global Chemical Company L.L.C. (GCC) manufacturing,B,45000,True,2025-07-20T00:39:21.146862
,Global Chemical Company L.L.C. (GCC),Aluminum Waste,waste,50,tons,Aluminum waste from Global Chemical Company L.L.C. (GCC) operations,A,75000,True,2025-07-20T00:39:21.146862
,Global Chemical Company L.L.C. (GCC),AI Listing 1 for Global Chemical Company L.L.C. (GCC),ai_generated,100,tons,AI-generated material listing 1 for Global Chemical Company L.L.C. (GCC),A,5000,True,2025-07-20T00:39:21.146862
,Global Chemical Company L.L.C. (GCC),AI Listing 2 for Global Chemical Company L.L.C. (GCC),ai_generated,50,tons,AI-generated material listing 2 for Global Chemical Company L.L.C. (GCC),B,2500,True,2025-07-20T00:39:21.146862
,Global Chemical Company L.L.C. (GCC),Generic Material - Global Chemical Company L.L.C. (GCC),unknown,100,tons,Generic material from Global Chemical Company L.L.C. (GCC),C,2000,True,2025-07-20T00:39:21.146862
,Al Wajbah Dairy and Juice Factory,General Waste,waste,100,tons,General waste from Al Wajbah Dairy and Juice Factory operations,C,20000,True,2025-07-20T00:39:21.154386
,Al Wajbah Dairy and Juice Factory,AI Listing 1 for Al Wajbah Dairy and Juice Factory,ai_generated,100,tons,AI-generated material listing 1 for Al Wajbah Dairy and Juice Factory,A,5000,True,2025-07-20T00:39:21.154386
,Al Wajbah Dairy and Juice Factory,AI Listing 2 for Al Wajbah Dairy and Juice Factory,ai_generated,50,tons,AI-generated material listing 2 for Al Wajbah Dairy and Juice Factory,B,2500,True,2025-07-20T00:39:21.154386
,Al Wajbah Dairy and Juice Factory,Generic Material - Al Wajbah Dairy and Juice Factory,unknown,100,tons,Generic material from Al Wajbah Dairy and Juice Factory,C,2000,True,2025-07-20T00:39:21.154386
,Qatar Flour Mills Co.,General Waste,waste,100,tons,General waste from Qatar Flour Mills Co. operations,C,20000,True,2025-07-20T00:39:21.163933
,Qatar Flour Mills Co.,AI Listing 1 for Qatar Flour Mills Co.,ai_generated,100,tons,AI-generated material listing 1 for Qatar Flour Mills Co.,A,5000,True,2025-07-20T00:39:21.163933
,Qatar Flour Mills Co.,AI Listing 2 for Qatar Flour Mills Co.,ai_generated,50,tons,AI-generated material listing 2 for Qatar Flour Mills Co.,B,2500,True,2025-07-20T00:39:21.163933
,Qatar Flour Mills Co.,Generic Material - Qatar Flour Mills Co.,unknown,100,tons,Generic material from Qatar Flour Mills Co.,C,2000,True,2025-07-20T00:39:21.163933
,Qatar Meat Production Company,General Waste,waste,100,tons,General waste from Qatar Meat Production Company operations,C,20000,True,2025-07-20T00:39:21.172482
,Qatar Meat Production Company,AI Listing 1 for Qatar Meat Production Company,ai_generated,100,tons,AI-generated material listing 1 for Qatar Meat Production Company,A,5000,True,2025-07-20T00:39:21.172482
,Qatar Meat Production Company,AI Listing 2 for Qatar Meat Production Company,ai_generated,50,tons,AI-generated material listing 2 for Qatar Meat Production Company,B,2500,True,2025-07-20T00:39:21.172482
,Qatar Meat Production Company,Generic Material - Qatar Meat Production Company,unknown,100,tons,Generic material from Qatar Meat Production Company,C,2000,True,2025-07-20T00:39:21.172482
,Refrigeration Industries and Storage Co. (RISCO),Steel Scrap,waste,150,tons,Steel scrap from Refrigeration Industries and Storage Co. (RISCO) manufacturing,B,45000,True,2025-07-20T00:39:21.185034
,Refrigeration Industries and Storage Co. (RISCO),Aluminum Waste,waste,50,tons,Aluminum waste from Refrigeration Industries and Storage Co. (RISCO) operations,A,75000,True,2025-07-20T00:39:21.185034
,Refrigeration Industries and Storage Co. (RISCO),AI Listing 1 for Refrigeration Industries and Storage Co. (RISCO),ai_generated,100,tons,AI-generated material listing 1 for Refrigeration Industries and Storage Co. (RISCO),A,5000,True,2025-07-20T00:39:21.185034
,Refrigeration Industries and Storage Co. (RISCO),AI Listing 2 for Refrigeration Industries and Storage Co. (RISCO),ai_generated,50,tons,AI-generated material listing 2 for Refrigeration Industries and Storage Co. (RISCO),B,2500,True,2025-07-20T00:39:21.185034
,Refrigeration Industries and Storage Co. (RISCO),Generic Material - Refrigeration Industries and Storage Co. (RISCO),unknown,100,tons,Generic material from Refrigeration Industries and Storage Co. (RISCO),C,2000,True,2025-07-20T00:39:21.185034
,Kuwait Steel - United Steel Industrial,Steel Scrap,waste,150,tons,Steel scrap from Kuwait Steel - United Steel Industrial manufacturing,B,45000,True,2025-07-20T00:39:21.210185
,Kuwait Steel - United Steel Industrial,Aluminum Waste,waste,50,tons,Aluminum waste from Kuwait Steel - United Steel Industrial operations,A,75000,True,2025-07-20T00:39:21.210185
,Kuwait Steel - United Steel Industrial,AI Listing 1 for Kuwait Steel - United Steel Industrial,ai_generated,100,tons,AI-generated material listing 1 for Kuwait Steel - United Steel Industrial,A,5000,True,2025-07-20T00:39:21.210185
,Kuwait Steel - United Steel Industrial,AI Listing 2 for Kuwait Steel - United Steel Industrial,ai_generated,50,tons,AI-generated material listing 2 for Kuwait Steel - United Steel Industrial,B,2500,True,2025-07-20T00:39:21.210185
,Kuwait Steel - United Steel Industrial,Generic Material - Kuwait Steel - United Steel Industrial,unknown,100,tons,Generic material from Kuwait Steel - United Steel Industrial,C,2000,True,2025-07-20T00:39:21.210185
,Al Sanea Chemical Products,Chemical Waste,waste,50,tons,Chemical waste from Al Sanea Chemical Products operations,C,25000,True,2025-07-20T00:39:21.230285
,Al Sanea Chemical Products,AI Listing 1 for Al Sanea Chemical Products,ai_generated,100,tons,AI-generated material listing 1 for Al Sanea Chemical Products,A,5000,True,2025-07-20T00:39:21.230285
,Al Sanea Chemical Products,AI Listing 2 for Al Sanea Chemical Products,ai_generated,50,tons,AI-generated material listing 2 for Al Sanea Chemical Products,B,2500,True,2025-07-20T00:39:21.230285
,Al Sanea Chemical Products,Generic Material - Al Sanea Chemical Products,unknown,100,tons,Generic material from Al Sanea Chemical Products,C,2000,True,2025-07-20T00:39:21.230285
,Rockwood Machinery,Steel Scrap,waste,150,tons,Steel scrap from Rockwood Machinery manufacturing,B,45000,True,2025-07-20T00:39:21.237301
,Rockwood Machinery,Aluminum Waste,waste,50,tons,Aluminum waste from Rockwood Machinery operations,A,75000,True,2025-07-20T00:39:21.237301
,Rockwood Machinery,AI Listing 1 for Rockwood Machinery,ai_generated,100,tons,AI-generated material listing 1 for Rockwood Machinery,A,5000,True,2025-07-20T00:39:21.237301
,Rockwood Machinery,AI Listing 2 for Rockwood Machinery,ai_generated,50,tons,AI-generated material listing 2 for Rockwood Machinery,B,2500,True,2025-07-20T00:39:21.237301
,Rockwood Machinery,Generic Material - Rockwood Machinery,unknown,100,tons,Generic material from Rockwood Machinery,C,2000,True,2025-07-20T00:39:21.237301
,Hydra Scientific & Chemicals Trading LLC,Chemical Waste,waste,50,tons,Chemical waste from Hydra Scientific & Chemicals Trading LLC operations,C,25000,True,2025-07-20T00:39:21.248545
,Hydra Scientific & Chemicals Trading LLC,AI Listing 1 for Hydra Scientific & Chemicals Trading LLC,ai_generated,100,tons,AI-generated material listing 1 for Hydra Scientific & Chemicals Trading LLC,A,5000,True,2025-07-20T00:39:21.248545
,Hydra Scientific & Chemicals Trading LLC,AI Listing 2 for Hydra Scientific & Chemicals Trading LLC,ai_generated,50,tons,AI-generated material listing 2 for Hydra Scientific & Chemicals Trading LLC,B,2500,True,2025-07-20T00:39:21.248545
,Hydra Scientific & Chemicals Trading LLC,Generic Material - Hydra Scientific & Chemicals Trading LLC,unknown,100,tons,Generic material from Hydra Scientific & Chemicals Trading LLC,C,2000,True,2025-07-20T00:39:21.248545
,Budget Uniform,General Waste,waste,100,tons,General waste from Budget Uniform operations,C,20000,True,2025-07-20T00:39:21.258079
,Budget Uniform,AI Listing 1 for Budget Uniform,ai_generated,100,tons,AI-generated material listing 1 for Budget Uniform,A,5000,True,2025-07-20T00:39:21.258079
,Budget Uniform,AI Listing 2 for Budget Uniform,ai_generated,50,tons,AI-generated material listing 2 for Budget Uniform,B,2500,True,2025-07-20T00:39:21.258079
,Budget Uniform,Generic Material - Budget Uniform,unknown,100,tons,Generic material from Budget Uniform,C,2000,True,2025-07-20T00:39:21.258079
,C3D,Steel Scrap,waste,150,tons,Steel scrap from C3D manufacturing,B,45000,True,2025-07-20T00:39:21.266606
,C3D,Aluminum Waste,waste,50,tons,Aluminum waste from C3D operations,A,75000,True,2025-07-20T00:39:21.266606
,C3D,AI Listing 1 for C3D,ai_generated,100,tons,AI-generated material listing 1 for C3D,A,5000,True,2025-07-20T00:39:21.266606
,C3D,AI Listing 2 for C3D,ai_generated,50,tons,AI-generated material listing 2 for C3D,B,2500,True,2025-07-20T00:39:21.266606
,C3D,Generic Material - C3D,unknown,100,tons,Generic material from C3D,C,2000,True,2025-07-20T00:39:21.266606
,Mist of Miami,Steel Scrap,waste,150,tons,Steel scrap from Mist of Miami manufacturing,B,45000,True,2025-07-20T00:39:21.276127
,Mist of Miami,Aluminum Waste,waste,50,tons,Aluminum waste from Mist of Miami operations,A,75000,True,2025-07-20T00:39:21.276127
,Mist of Miami,AI Listing 1 for Mist of Miami,ai_generated,100,tons,AI-generated material listing 1 for Mist of Miami,A,5000,True,2025-07-20T00:39:21.276127
,Mist of Miami,AI Listing 2 for Mist of Miami,ai_generated,50,tons,AI-generated material listing 2 for Mist of Miami,B,2500,True,2025-07-20T00:39:21.276127
,Mist of Miami,Generic Material - Mist of Miami,unknown,100,tons,Generic material from Mist of Miami,C,2000,True,2025-07-20T00:39:21.276127
,Qasioon Industries FZE,Steel Scrap,waste,150,tons,Steel scrap from Qasioon Industries FZE manufacturing,B,45000,True,2025-07-20T00:39:21.286657
,Qasioon Industries FZE,Aluminum Waste,waste,50,tons,Aluminum waste from Qasioon Industries FZE operations,A,75000,True,2025-07-20T00:39:21.286657
,Qasioon Industries FZE,AI Listing 1 for Qasioon Industries FZE,ai_generated,100,tons,AI-generated material listing 1 for Qasioon Industries FZE,A,5000,True,2025-07-20T00:39:21.286657
,Qasioon Industries FZE,AI Listing 2 for Qasioon Industries FZE,ai_generated,50,tons,AI-generated material listing 2 for Qasioon Industries FZE,B,2500,True,2025-07-20T00:39:21.286657
,Qasioon Industries FZE,Generic Material - Qasioon Industries FZE,unknown,100,tons,Generic material from Qasioon Industries FZE,C,2000,True,2025-07-20T00:39:21.286657
,Al Basira Aluminum & Glass Room Contracting LLC,General Waste,waste,100,tons,General waste from Al Basira Aluminum & Glass Room Contracting LLC operations,C,20000,True,2025-07-20T00:39:21.296192
,Al Basira Aluminum & Glass Room Contracting LLC,AI Listing 1 for Al Basira Aluminum & Glass Room Contracting LLC,ai_generated,100,tons,AI-generated material listing 1 for Al Basira Aluminum & Glass Room Contracting LLC,A,5000,True,2025-07-20T00:39:21.296192
,Al Basira Aluminum & Glass Room Contracting LLC,AI Listing 2 for Al Basira Aluminum & Glass Room Contracting LLC,ai_generated,50,tons,AI-generated material listing 2 for Al Basira Aluminum & Glass Room Contracting LLC,B,2500,True,2025-07-20T00:39:21.296192
,Al Basira Aluminum & Glass Room Contracting LLC,Generic Material - Al Basira Aluminum & Glass Room Contracting LLC,unknown,100,tons,Generic material from Al Basira Aluminum & Glass Room Contracting LLC,C,2000,True,2025-07-20T00:39:21.296192
,SBR Batteries,Steel Scrap,waste,150,tons,Steel scrap from SBR Batteries manufacturing,B,45000,True,2025-07-20T00:39:21.302219
,SBR Batteries,Aluminum Waste,waste,50,tons,Aluminum waste from SBR Batteries operations,A,75000,True,2025-07-20T00:39:21.302219
,SBR Batteries,AI Listing 1 for SBR Batteries,ai_generated,100,tons,AI-generated material listing 1 for SBR Batteries,A,5000,True,2025-07-20T00:39:21.302219
,SBR Batteries,AI Listing 2 for SBR Batteries,ai_generated,50,tons,AI-generated material listing 2 for SBR Batteries,B,2500,True,2025-07-20T00:39:21.302219
,SBR Batteries,Generic Material - SBR Batteries,unknown,100,tons,Generic material from SBR Batteries,C,2000,True,2025-07-20T00:39:21.302219
,HD Smart Glass,Steel Scrap,waste,150,tons,Steel scrap from HD Smart Glass manufacturing,B,45000,True,2025-07-20T00:39:21.314750
,HD Smart Glass,Aluminum Waste,waste,50,tons,Aluminum waste from HD Smart Glass operations,A,75000,True,2025-07-20T00:39:21.314750
,HD Smart Glass,AI Listing 1 for HD Smart Glass,ai_generated,100,tons,AI-generated material listing 1 for HD Smart Glass,A,5000,True,2025-07-20T00:39:21.314750
,HD Smart Glass,AI Listing 2 for HD Smart Glass,ai_generated,50,tons,AI-generated material listing 2 for HD Smart Glass,B,2500,True,2025-07-20T00:39:21.314750
,HD Smart Glass,Generic Material - HD Smart Glass,unknown,100,tons,Generic material from HD Smart Glass,C,2000,True,2025-07-20T00:39:21.314750
,Al Ghurair Foods,General Waste,waste,100,tons,General waste from Al Ghurair Foods operations,C,20000,True,2025-07-20T00:39:21.327282
,Al Ghurair Foods,AI Listing 1 for Al Ghurair Foods,ai_generated,100,tons,AI-generated material listing 1 for Al Ghurair Foods,A,5000,True,2025-07-20T00:39:21.327282
,Al Ghurair Foods,AI Listing 2 for Al Ghurair Foods,ai_generated,50,tons,AI-generated material listing 2 for Al Ghurair Foods,B,2500,True,2025-07-20T00:39:21.327282
,Al Ghurair Foods,Generic Material - Al Ghurair Foods,unknown,100,tons,Generic material from Al Ghurair Foods,C,2000,True,2025-07-20T00:39:21.327282
,Al Ain Dairy,General Waste,waste,100,tons,General waste from Al Ain Dairy operations,C,20000,True,2025-07-20T00:39:21.334360
,Al Ain Dairy,AI Listing 1 for Al Ain Dairy,ai_generated,100,tons,AI-generated material listing 1 for Al Ain Dairy,A,5000,True,2025-07-20T00:39:21.335358
,Al Ain Dairy,AI Listing 2 for Al Ain Dairy,ai_generated,50,tons,AI-generated material listing 2 for Al Ain Dairy,B,2500,True,2025-07-20T00:39:21.335358
,Al Ain Dairy,Generic Material - Al Ain Dairy,unknown,100,tons,Generic material from Al Ain Dairy,C,2000,True,2025-07-20T00:39:21.335358
,Advanced Electronics Company,General Waste,waste,100,tons,General waste from Advanced Electronics Company operations,C,20000,True,2025-07-20T00:39:21.341888
,Advanced Electronics Company,AI Listing 1 for Advanced Electronics Company,ai_generated,100,tons,AI-generated material listing 1 for Advanced Electronics Company,A,5000,True,2025-07-20T00:39:21.341888
,Advanced Electronics Company,AI Listing 2 for Advanced Electronics Company,ai_generated,50,tons,AI-generated material listing 2 for Advanced Electronics Company,B,2500,True,2025-07-20T00:39:21.341888
,Advanced Electronics Company,Generic Material - Advanced Electronics Company,unknown,100,tons,Generic material from Advanced Electronics Company,C,2000,True,2025-07-20T00:39:21.341888
,Almarai,General Waste,waste,100,tons,General waste from Almarai operations,C,20000,True,2025-07-20T00:39:21.351004
,Almarai,AI Listing 1 for Almarai,ai_generated,100,tons,AI-generated material listing 1 for Almarai,A,5000,True,2025-07-20T00:39:21.351004
,Almarai,AI Listing 2 for Almarai,ai_generated,50,tons,AI-generated material listing 2 for Almarai,B,2500,True,2025-07-20T00:39:21.351004
,Almarai,Generic Material - Almarai,unknown,100,tons,Generic material from Almarai,C,2000,True,2025-07-20T00:39:21.351004
