material_name,material_type,quantity_estimate,quality_grade,processing_requirements,potential_applications,sustainability_score,market_value,ai_generated,generation_timestamp
Wastewater,waste,25.0 tons/month,industrial,minimal,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.8,$12500/month,True,2025-07-20T07:54:53.766239
Recycled_aggregates,by_product,12.5 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$25000/month,True,2025-07-20T07:54:53.766239
Reclaimed_materials,by_product,12.5 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$25000/month,True,2025-07-20T07:54:53.766239
Crushed_concrete,by_product,12.5 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$25000/month,True,2025-07-20T07:54:53.766239
Chemical_wastes,waste,10.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$5000/month,True,2025-07-20T07:54:53.767236
Wastewater,waste,10.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$5000/month,True,2025-07-20T07:54:53.767236
Process_gases,waste,10.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$5000/month,True,2025-07-20T07:54:53.767236
Spent_catalysts,waste,10.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$5000/month,True,2025-07-20T07:54:53.767236
Sulfur,by_product,5.0 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$10000/month,True,2025-07-20T07:54:53.767236
Ammonia,by_product,5.0 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$10000/month,True,2025-07-20T07:54:53.767236
Methanol,by_product,5.0 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$10000/month,True,2025-07-20T07:54:53.767236
Ethanol,by_product,5.0 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$10000/month,True,2025-07-20T07:54:53.767236
General_industrial_waste,waste,20.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$10000/month,True,2025-07-20T07:54:53.769236
Wastewater,waste,20.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$10000/month,True,2025-07-20T07:54:53.769236
Dust,waste,20.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$10000/month,True,2025-07-20T07:54:53.769236
Electronic_waste,waste,20.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$10000/month,True,2025-07-20T07:54:53.769236
Metal_scraps,by_product,10.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$20000/month,True,2025-07-20T07:54:53.769236
Plastic_scraps,by_product,10.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$20000/month,True,2025-07-20T07:54:53.769236
Glass_waste,by_product,10.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$20000/month,True,2025-07-20T07:54:53.769236
Paper_waste,by_product,10.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$20000/month,True,2025-07-20T07:54:53.769236
Organic_waste,waste,10.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$5000/month,True,2025-07-20T07:54:53.770233
Wastewater,waste,10.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$5000/month,True,2025-07-20T07:54:53.770233
Packaging_waste,waste,10.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$5000/month,True,2025-07-20T07:54:53.770233
Animal_feed,by_product,5.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$10000/month,True,2025-07-20T07:54:53.770233
Compost,by_product,5.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$10000/month,True,2025-07-20T07:54:53.770233
Biogas,by_product,5.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$10000/month,True,2025-07-20T07:54:53.770233
Organic_fertilizers,by_product,5.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$10000/month,True,2025-07-20T07:54:53.770233
General_industrial_waste,waste,600.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$300000/month,True,2025-07-20T07:54:53.771236
Wastewater,waste,600.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$300000/month,True,2025-07-20T07:54:53.771236
Dust,waste,600.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$300000/month,True,2025-07-20T07:54:53.771236
Electronic_waste,waste,600.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$300000/month,True,2025-07-20T07:54:53.771236
Metal_scraps,by_product,300.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$600000/month,True,2025-07-20T07:54:53.771236
Plastic_scraps,by_product,300.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$600000/month,True,2025-07-20T07:54:53.771236
Glass_waste,by_product,300.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$600000/month,True,2025-07-20T07:54:53.771236
Paper_waste,by_product,300.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$600000/month,True,2025-07-20T07:54:53.771236
General_industrial_waste,waste,20.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$10000/month,True,2025-07-20T07:54:53.772579
Wastewater,waste,20.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$10000/month,True,2025-07-20T07:54:53.772579
Dust,waste,20.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$10000/month,True,2025-07-20T07:54:53.772579
Electronic_waste,waste,20.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$10000/month,True,2025-07-20T07:54:53.772579
Metal_scraps,by_product,10.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$20000/month,True,2025-07-20T07:54:53.772579
Plastic_scraps,by_product,10.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$20000/month,True,2025-07-20T07:54:53.772579
Glass_waste,by_product,10.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$20000/month,True,2025-07-20T07:54:53.772579
Paper_waste,by_product,10.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$20000/month,True,2025-07-20T07:54:53.772579
Construction_waste,waste,1000.0 tons/month,industrial,minimal,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.8,$500000/month,True,2025-07-20T07:54:53.776584
Demolition_waste,waste,1000.0 tons/month,industrial,minimal,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.8,$500000/month,True,2025-07-20T07:54:53.776584
Wastewater,waste,1000.0 tons/month,industrial,minimal,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.8,$500000/month,True,2025-07-20T07:54:53.776584
Recycled_aggregates,by_product,500.0 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$1000000/month,True,2025-07-20T07:54:53.776584
Reclaimed_materials,by_product,500.0 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$1000000/month,True,2025-07-20T07:54:53.776584
Crushed_concrete,by_product,500.0 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$1000000/month,True,2025-07-20T07:54:53.776584
General_industrial_waste,waste,15.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$7500/month,True,2025-07-20T07:54:53.777583
Wastewater,waste,15.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$7500/month,True,2025-07-20T07:54:53.777583
Dust,waste,15.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$7500/month,True,2025-07-20T07:54:53.777583
Electronic_waste,waste,15.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$7500/month,True,2025-07-20T07:54:53.777583
Metal_scraps,by_product,7.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$15000/month,True,2025-07-20T07:54:53.777583
Plastic_scraps,by_product,7.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$15000/month,True,2025-07-20T07:54:53.777583
Glass_waste,by_product,7.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$15000/month,True,2025-07-20T07:54:53.777583
Paper_waste,by_product,7.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$15000/month,True,2025-07-20T07:54:53.777583
General_industrial_waste,waste,1000.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$500000/month,True,2025-07-20T07:54:53.779580
Wastewater,waste,1000.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$500000/month,True,2025-07-20T07:54:53.779580
Dust,waste,1000.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$500000/month,True,2025-07-20T07:54:53.779580
Electronic_waste,waste,1000.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$500000/month,True,2025-07-20T07:54:53.779580
Metal_scraps,by_product,500.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1000000/month,True,2025-07-20T07:54:53.779580
Plastic_scraps,by_product,500.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1000000/month,True,2025-07-20T07:54:53.779580
Glass_waste,by_product,500.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1000000/month,True,2025-07-20T07:54:53.779580
Paper_waste,by_product,500.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1000000/month,True,2025-07-20T07:54:53.779580
Construction_waste,waste,50.0 tons/month,industrial,minimal,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.8,$25000/month,True,2025-07-20T07:54:53.783112
Demolition_waste,waste,50.0 tons/month,industrial,minimal,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.8,$25000/month,True,2025-07-20T07:54:53.783112
Wastewater,waste,50.0 tons/month,industrial,minimal,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.8,$25000/month,True,2025-07-20T07:54:53.783112
Recycled_aggregates,by_product,25.0 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$50000/month,True,2025-07-20T07:54:53.783112
Reclaimed_materials,by_product,25.0 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$50000/month,True,2025-07-20T07:54:53.783112
Crushed_concrete,by_product,25.0 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$50000/month,True,2025-07-20T07:54:53.783112
Chemical_wastes,waste,15.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$7500/month,True,2025-07-20T07:54:53.786125
Wastewater,waste,15.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$7500/month,True,2025-07-20T07:54:53.786125
Process_gases,waste,15.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$7500/month,True,2025-07-20T07:54:53.786125
Spent_catalysts,waste,15.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$7500/month,True,2025-07-20T07:54:53.786125
Sulfur,by_product,7.5 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$15000/month,True,2025-07-20T07:54:53.786125
Ammonia,by_product,7.5 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$15000/month,True,2025-07-20T07:54:53.786125
Methanol,by_product,7.5 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$15000/month,True,2025-07-20T07:54:53.786125
Ethanol,by_product,7.5 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$15000/month,True,2025-07-20T07:54:53.786125
General_industrial_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.791114
Wastewater,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.791114
Dust,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.791114
Electronic_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.791114
Metal_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.791114
Plastic_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.791114
Glass_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.791114
Paper_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.791114
General_industrial_waste,waste,25.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$12500/month,True,2025-07-20T07:54:53.792191
Wastewater,waste,25.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$12500/month,True,2025-07-20T07:54:53.792191
Dust,waste,25.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$12500/month,True,2025-07-20T07:54:53.792191
Electronic_waste,waste,25.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$12500/month,True,2025-07-20T07:54:53.792191
Metal_scraps,by_product,12.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$25000/month,True,2025-07-20T07:54:53.792191
Plastic_scraps,by_product,12.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$25000/month,True,2025-07-20T07:54:53.792191
Glass_waste,by_product,12.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$25000/month,True,2025-07-20T07:54:53.792191
Paper_waste,by_product,12.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$25000/month,True,2025-07-20T07:54:53.792191
General_industrial_waste,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.793210
Wastewater,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.793210
Dust,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.793210
Electronic_waste,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.793210
Metal_scraps,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.793210
Plastic_scraps,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.793210
Glass_waste,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.793210
Paper_waste,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.793210
Organic_waste,waste,50.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$25000/month,True,2025-07-20T07:54:53.794208
Wastewater,waste,50.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$25000/month,True,2025-07-20T07:54:53.795205
Packaging_waste,waste,50.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$25000/month,True,2025-07-20T07:54:53.795205
Animal_feed,by_product,25.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$50000/month,True,2025-07-20T07:54:53.795205
Compost,by_product,25.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$50000/month,True,2025-07-20T07:54:53.795205
Biogas,by_product,25.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$50000/month,True,2025-07-20T07:54:53.795205
Organic_fertilizers,by_product,25.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$50000/month,True,2025-07-20T07:54:53.795205
Organic_waste,waste,20.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$10000/month,True,2025-07-20T07:54:53.797202
Wastewater,waste,20.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$10000/month,True,2025-07-20T07:54:53.797202
Packaging_waste,waste,20.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$10000/month,True,2025-07-20T07:54:53.797202
Animal_feed,by_product,10.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$20000/month,True,2025-07-20T07:54:53.797202
Compost,by_product,10.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$20000/month,True,2025-07-20T07:54:53.797202
Biogas,by_product,10.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$20000/month,True,2025-07-20T07:54:53.797202
Organic_fertilizers,by_product,10.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$20000/month,True,2025-07-20T07:54:53.797202
Organic_waste,waste,20.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$10000/month,True,2025-07-20T07:54:53.798204
Wastewater,waste,20.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$10000/month,True,2025-07-20T07:54:53.798204
Packaging_waste,waste,20.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$10000/month,True,2025-07-20T07:54:53.798204
Animal_feed,by_product,10.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$20000/month,True,2025-07-20T07:54:53.798204
Compost,by_product,10.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$20000/month,True,2025-07-20T07:54:53.798204
Biogas,by_product,10.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$20000/month,True,2025-07-20T07:54:53.798204
Organic_fertilizers,by_product,10.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$20000/month,True,2025-07-20T07:54:53.798204
General_industrial_waste,waste,25.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$12500/month,True,2025-07-20T07:54:53.800208
Wastewater,waste,25.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$12500/month,True,2025-07-20T07:54:53.800208
Dust,waste,25.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$12500/month,True,2025-07-20T07:54:53.800208
Electronic_waste,waste,25.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$12500/month,True,2025-07-20T07:54:53.800208
Metal_scraps,by_product,12.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$25000/month,True,2025-07-20T07:54:53.800208
Plastic_scraps,by_product,12.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$25000/month,True,2025-07-20T07:54:53.800208
Glass_waste,by_product,12.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$25000/month,True,2025-07-20T07:54:53.800208
Paper_waste,by_product,12.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$25000/month,True,2025-07-20T07:54:53.800208
General_industrial_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.801735
Wastewater,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.801735
Dust,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.801735
Electronic_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.801735
Metal_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.801735
Plastic_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.801735
Glass_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.801735
Paper_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.801735
Chemical_wastes,waste,10.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$5000/month,True,2025-07-20T07:54:53.802753
Wastewater,waste,10.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$5000/month,True,2025-07-20T07:54:53.802753
Process_gases,waste,10.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$5000/month,True,2025-07-20T07:54:53.802753
Spent_catalysts,waste,10.0 tons/month,industrial,minimal,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.8,$5000/month,True,2025-07-20T07:54:53.802753
Sulfur,by_product,5.0 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$10000/month,True,2025-07-20T07:54:53.802753
Ammonia,by_product,5.0 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$10000/month,True,2025-07-20T07:54:53.802753
Methanol,by_product,5.0 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$10000/month,True,2025-07-20T07:54:53.802753
Ethanol,by_product,5.0 tons/month,commercial,moderate,"['Fertilizer_production', 'Plastic_manufacturing', 'Pharmaceuticals', 'Textile_processing']",0.9,$10000/month,True,2025-07-20T07:54:53.802753
General_industrial_waste,waste,15.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$7500/month,True,2025-07-20T07:54:53.803772
